customer_id,first_name,last_name,email,phone,country,country_code,city,loyalty_tier,newsletter_subscribed,registration_date
406005,Stefano,Moreau,stefano.moreau@live.com,+31411513318,France,FR,Strasbourg,silver,True,2020-03-16
487876,Camille,Becker,camillebecker@icloud.com,+46882457827,UK,GB,Manchester,silver,False,2023-03-22
458077,Giovanni,Taylor,giovanni_taylor877@protonmail.com,+42356743087,Netherlands,NL,Amsterdam,silver,True,2020-09-16
496457,Ines,Christensen,ines.christensen@icloud.com,,Italy,IT,Bologna,bronze,False,2020-10-14
436356,Davide,Perez,davideperez92@hotmail.com,+45374906146,Italy,IT,Genoa,bronze,True,2020-06-20
484661,Ines,Larsen,ines.larsen294@protonmail.com,+34573335114,France,FR,Strasbourg,gold,False,2022-08-04
411603,Alessandro,Wojcik,alessandrowojcik@icloud.com,+31895688388,Poland,PL,Warsaw,silver,True,2020-09-23
421707,Martina,Fernandez,martina_fernandez409@outlook.com,,Poland,PL,Wroclaw,bronze,False,2020-05-05
492695,Alessandro,Fischer,alessandrofischer983@yahoo.com,,Netherlands,NL,Tilburg,bronze,False,2021-03-22
403251,Monika,Robert,monika_robert@yahoo.com,+36443797765,Germany,DE,Leipzig,platinum,False,2019-12-11
474972,Emily,Zielinski,emily_zielinski217@hotmail.com,+38782564037,Poland,PL,Szczecin,bronze,False,2022-11-10
482589,Alessandro,Torres,alessandrotorres@protonmail.com,+38297652556,France,FR,Toulouse,bronze,False,2022-04-28
492720,Isabel,Schmidt,isabel.schmidt430@protonmail.com,+35848065282,Germany,DE,Dortmund,gold,False,2019-07-01
440481,Hugo,Meyer,hugo.meyer@hotmail.com,+40115232939,Germany,DE,Munich,bronze,True,2023-08-30
473537,Carmen,Robert,carmenrobert@outlook.com,+34781066979,Germany,DE,Berlin,platinum,True,2019-09-22
484562,Emma,Weber,emma_weber@outlook.com,+36473754019,UK,GB,Cardiff,bronze,True,2022-07-25
416224,Emily,Esposito,emily_esposito@protonmail.com,+45796763607,Germany,DE,Hamburg,bronze,False,2022-05-30
484399,Maxime,Lewandowski,maximelewandowski@outlook.com,+43500636145,France,FR,Marseille,silver,False,2022-08-29
473315,Julia,Zielinski,juliazielinski636@gmail.com,+33196248006,Netherlands,NL,Rotterdam,silver,False,2020-04-18
411161,Erik,Dubois,erikdubois@protonmail.com,+39551659683,Germany,DE,Berlin,silver,False,2020-05-21
425221,Claire,Nielsen,claire.nielsen813@live.com,+42108165949,Netherlands,NL,Tilburg,gold,False,2021-09-09
481094,Maria,Diaz,maria_diaz@gmail.com,+30128182306,Italy,IT,Palermo,bronze,False,2022-04-07
471019,Marie,Zielinski,marie.zielinski@protonmail.com,,France,FR,Strasbourg,platinum,False,2020-07-05
475609,Harry,Schneider,harry_schneider@yahoo.com,+33862383390,Germany,DE,Dusseldorf,silver,False,2021-08-17
499302,Manon,Muller,manon_muller96@protonmail.com,,Italy,IT,Rome,silver,True,2024-04-11
406930,Charlotte,Romano,charlotteromano@yahoo.com,+37800640935,Sweden,SE,Orebro,bronze,True,2022-08-18
474743,Maria,Marino,maria_marino148@live.com,+33219111815,Spain,ES,Bilbao,silver,True,2020-08-14
468387,Julia,Sanchez,julia.sanchez507@outlook.com,+33627246915,Poland,PL,Wroclaw,bronze,False,2020-01-24
424824,Thomas,Kaminski,thomas_kaminski@live.com,+35293065688,Spain,ES,Palma,gold,True,2020-05-30
498377,Pablo,Brown,pablo_brown@yahoo.com,+46896390906,Germany,DE,Berlin,bronze,True,2023-12-22
462368,Giulia,Moreau,giulia.moreau@gmail.com,+40248783057,Italy,IT,Turin,silver,True,2021-09-09
465881,Sebastian,Eriksson,sebastian.eriksson@protonmail.com,+39601484407,France,FR,Rennes,bronze,False,2021-01-20
402446,Klaus,Schneider,klaus.schneider@outlook.com,+33726687538,Poland,PL,Poznan,silver,True,2021-03-01
415765,Lisa,Zielinski,lisa_zielinski@icloud.com,+33752078737,UK,GB,Liverpool,bronze,False,2022-08-05
486278,Davide,Johansson,davide.johansson@icloud.com,+43415114820,Sweden,SE,Vasteras,gold,False,2022-10-20
469711,Sara,Robert,sara.robert@hotmail.com,+37177996967,France,FR,Marseille,bronze,True,2022-02-01
423559,Alice,Ferrari,alice_ferrari@outlook.com,+48953881827,Spain,ES,Seville,bronze,True,2022-09-10
402486,Julia,Becker,juliabecker575@live.com,+32716272392,France,FR,Strasbourg,bronze,False,2022-02-12
436039,Carmen,Meyer,carmen.meyer506@outlook.com,+33233243500,Germany,DE,Frankfurt,silver,False,2021-06-04
426975,Giulia,Rodriguez,giulia.rodriguez@outlook.com,+39240722504,Poland,PL,Warsaw,bronze,True,2022-04-14
432150,Giulia,Bruno,giulia_bruno822@hotmail.com,+40909270926,France,FR,Nice,bronze,False,2023-08-13
492486,Matteo,Nowak,matteo_nowak@live.com,,Germany,DE,Hamburg,bronze,True,2020-08-05
475963,Martina,Jones,martinajones@yahoo.com,+41976331829,Italy,IT,Milan,platinum,True,2021-08-15
458226,Chiara,Robert,chiara.robert@protonmail.com,+49950003908,Italy,IT,Florence,bronze,True,2020-08-02
411094,Agnieszka,Richard,agnieszka.richard152@protonmail.com,+44817512141,UK,GB,Bristol,silver,False,2023-08-01
469932,Sebastian,Jones,sebastianjones@protonmail.com,+32479041274,Italy,IT,Bologna,gold,True,2020-01-29
479541,Francesca,Christensen,francesca.christensen687@yahoo.com,+45212243302,Italy,IT,Palermo,gold,False,2022-01-24
441999,Agnieszka,Moreau,agnieszkamoreau134@outlook.com,+44766233236,Italy,IT,Florence,gold,True,2019-12-31
452664,Sebastian,Lewandowski,sebastian.lewandowski@protonmail.com,+33258151146,Sweden,SE,Norrkoping,bronze,True,2021-06-17
477187,Giulia,Lindqvist,giulia.lindqvist488@hotmail.com,+38227051781,Spain,ES,Palma,bronze,False,2021-03-20
405896,Laura,Nowak,lauranowak@hotmail.com,,France,FR,Lille,bronze,False,2021-01-23
464418,Carlos,Weber,carlos_weber283@icloud.com,+43217236027,Germany,DE,Leipzig,silver,True,2021-04-13
403049,Lorenzo,Marino,lorenzo.marino@gmail.com,+38343164953,Italy,IT,Venice,silver,False,2022-09-30
444558,Amelia,Dubois,amelia.dubois@outlook.com,+36283641115,Poland,PL,Poznan,bronze,False,2024-06-26
457280,Julia,Rossi,julia.rossi930@protonmail.com,+39838665572,Spain,ES,Palma,bronze,True,2020-10-30
423659,Sophie,Williams,sophie_williams14@hotmail.com,+30290605328,Spain,ES,Murcia,gold,True,2019-07-01
454386,James,Nielsen,jamesnielsen895@gmail.com,+30709098013,Italy,IT,Milan,bronze,True,2023-11-18
403153,Ingrid,Schmidt,ingrid.schmidt@outlook.com,+45889001603,Italy,IT,Florence,silver,False,2021-07-27
469193,Emily,Lindqvist,emily.lindqvist@icloud.com,,France,FR,Nantes,silver,True,2020-09-02
441599,Isabella,Schulz,isabellaschulz@yahoo.com,+48895656039,France,FR,Paris,bronze,True,2020-03-04
450070,Jean,Roberts,jeanroberts281@outlook.com,+46287853549,Poland,PL,Lublin,silver,False,2022-09-27
433708,Jack,Perez,jack_perez594@live.com,+49232028651,Germany,DE,Stuttgart,bronze,False,2021-11-13
411930,Lorenzo,Ferrari,lorenzo_ferrari@icloud.com,+39769794920,Italy,IT,Naples,bronze,False,2021-11-12
415026,Davide,Fernandez,davide.fernandez@gmail.com,+31624379478,Italy,IT,Bari,bronze,True,2019-11-03
413019,Klaus,Durand,klaus_durand@protonmail.com,+47266469722,UK,GB,Edinburgh,silver,True,2021-02-01
471012,Marek,Martin,marek_martin485@live.com,+42553723877,Netherlands,NL,Utrecht,gold,False,2021-12-25
422040,Miguel,Schneider,miguelschneider@yahoo.com,+36368457410,Poland,PL,Katowice,silver,False,2022-01-03
437401,Alessandro,Torres,alessandrotorres@outlook.com,+43203124635,Germany,DE,Munich,bronze,False,2023-09-13
418878,James,Hansen,james_hansen@outlook.com,,France,FR,Bordeaux,silver,True,2020-08-10
423942,Isabel,Martinez,isabelmartinez@icloud.com,+39157483870,Italy,IT,Venice,bronze,False,2019-06-19
433496,Tomasz,Lindqvist,tomasz.lindqvist277@hotmail.com,+49204581440,UK,GB,Birmingham,silver,False,2019-12-07
411747,Alice,Marino,alicemarino148@yahoo.com,+37825506692,Germany,DE,Leipzig,bronze,False,2019-06-21
420214,Lisa,Meyer,lisa.meyer157@icloud.com,+33365435516,Germany,DE,Hamburg,bronze,False,2022-09-26
440212,Elena,Richard,elena_richard@live.com,+47379464422,Sweden,SE,Uppsala,silver,True,2023-02-03
453382,Simone,Esposito,simone.esposito763@icloud.com,+47315125290,Spain,ES,Valencia,bronze,True,2024-06-03
488946,Erik,Wilson,erikwilson396@outlook.com,+43973482107,Spain,ES,Barcelona,bronze,False,2020-06-08
422176,Ines,Kowalski,ines.kowalski@outlook.com,+31480885074,Italy,IT,Bari,bronze,False,2021-10-08
407721,Marco,Muller,marco_muller@hotmail.com,+46519429677,Poland,PL,Wroclaw,bronze,True,2022-05-29
480540,Ines,Taylor,ines_taylor@live.com,,UK,GB,Glasgow,gold,False,2022-08-13
442636,Monika,Fischer,monikafischer@hotmail.com,+34849223444,Germany,DE,Dortmund,platinum,False,2024-05-20
423784,George,Bruno,george.bruno751@protonmail.com,+33636263065,Italy,IT,Milan,bronze,True,2021-06-05
403561,Martina,Schneider,martinaschneider@gmail.com,+31757026515,UK,GB,Bristol,bronze,True,2023-03-03
493493,Oliver,Romano,oliver.romano716@protonmail.com,+48697503207,Germany,DE,Munich,bronze,False,2021-11-05
407667,Nicolas,Meyer,nicolasmeyer834@gmail.com,+48126030781,Germany,DE,Cologne,silver,True,2019-09-12
439062,Beatrice,Rossi,beatrice_rossi@hotmail.com,+35832679764,Germany,DE,Hamburg,gold,False,2021-01-11
451110,Thomas,Nielsen,thomasnielsen634@live.com,+32571241735,Poland,PL,Lodz,bronze,True,2024-04-03
412942,Alessandro,Petit,alessandropetit121@icloud.com,,Germany,DE,Berlin,gold,False,2021-07-21
441948,Harry,Davies,harry.davies@gmail.com,+47717783670,Italy,IT,Bologna,silver,False,2022-10-23
418672,Elena,Robert,elenarobert@protonmail.com,+30134654722,Netherlands,NL,Eindhoven,bronze,False,2019-12-02
454109,Beatrice,Wagner,beatricewagner@yahoo.com,+45178288557,France,FR,Paris,silver,True,2022-05-10
442495,Francesca,Kaminski,francescakaminski@outlook.com,+34390456188,Netherlands,NL,Breda,bronze,False,2023-09-25
433807,Nicolas,Brown,nicolas_brown@gmail.com,+31128297197,UK,GB,Leeds,gold,False,2019-07-27
449219,Manon,Eriksson,manon.eriksson387@protonmail.com,+43690069371,Spain,ES,Murcia,bronze,False,2022-05-28
415855,Jean,Taylor,jean_taylor@icloud.com,+30343874566,Italy,IT,Milan,silver,True,2019-07-17
406799,Anna,Greco,anna.greco450@hotmail.com,+41746839271,Italy,IT,Rome,bronze,False,2020-07-08
426549,Amelia,Eriksson,ameliaeriksson79@yahoo.com,+45857261987,Italy,IT,Venice,bronze,True,2023-03-10
431407,Isabel,Evans,isabelevans670@hotmail.com,,Italy,IT,Bologna,bronze,False,2023-07-20
498583,Sebastian,Martin,sebastian.martin@yahoo.com,+39896618355,Poland,PL,Lublin,bronze,True,2019-09-20
478250,Hans,Andersen,hansandersen@outlook.com,+31390230887,Sweden,SE,Stockholm,bronze,True,2019-12-03
476812,Sebastian,Kowalski,sebastian_kowalski392@yahoo.com,+36507299242,France,FR,Paris,bronze,True,2022-01-04
430997,Andrea,Brown,andrea.brown@live.com,+38969992528,UK,GB,Liverpool,bronze,True,2022-04-25
464615,Marek,Lewandowski,mareklewandowski@icloud.com,+42874486781,UK,GB,Birmingham,bronze,False,2023-01-07
466666,Ines,Sanchez,ines.sanchez@yahoo.com,+30401399464,Germany,DE,Cologne,platinum,True,2021-07-16
498617,Maxime,Fernandez,maxime_fernandez@hotmail.com,+38807842761,Italy,IT,Bologna,silver,True,2020-06-21
466115,Miguel,Jones,miguel_jones@outlook.com,,Germany,DE,Berlin,bronze,True,2022-11-21
450469,Elena,Martin,elena_martin@outlook.com,+35377032861,Germany,DE,Hamburg,bronze,False,2020-06-30
415083,Camille,Schneider,camille.schneider@gmail.com,+31297842828,Spain,ES,Seville,gold,False,2019-10-09
435296,Manon,Hoffmann,manon.hoffmann@gmail.com,+41680294485,Sweden,SE,Vasteras,silver,False,2020-05-05
407947,Francesca,Andersen,francesca.andersen@icloud.com,+41990279988,Italy,IT,Florence,bronze,False,2021-10-27
441724,Simone,Romano,simone_romano@protonmail.com,+41605394202,France,FR,Bordeaux,bronze,True,2020-10-11
460925,Oliver,Ricci,oliver_ricci@gmail.com,+49327074541,Netherlands,NL,Amsterdam,silver,False,2021-03-29
472498,Charlotte,Colombo,charlottecolombo@gmail.com,+37707096187,France,FR,Lyon,silver,False,2023-12-31
453356,Alice,Marino,alicemarino@hotmail.com,+38309404989,Germany,DE,Leipzig,bronze,True,2022-03-18
408579,Anna,Evans,anna.evans@protonmail.com,+37577823147,UK,GB,Birmingham,gold,False,2020-02-03
463461,James,Gallo,james_gallo@live.com,+43346706467,Germany,DE,Leipzig,gold,True,2023-12-27
403788,Anna,Wojcik,annawojcik@live.com,+39466759935,Italy,IT,Bologna,bronze,False,2023-09-17
453411,Simone,Christensen,simonechristensen@outlook.com,+30279068942,Italy,IT,Naples,bronze,False,2020-04-09
483039,Giovanni,Colombo,giovanni_colombo171@icloud.com,+46516734375,Sweden,SE,Malmo,bronze,False,2024-02-25
430636,Hans,Fernandez,hans.fernandez845@icloud.com,+49215719072,Poland,PL,Katowice,bronze,False,2023-03-26
402440,Isabella,Johansson,isabellajohansson@protonmail.com,+34887528569,France,FR,Lille,silver,True,2020-09-16
435279,Luca,Wilson,lucawilson@yahoo.com,+46875814098,France,FR,Lille,platinum,True,2021-05-22
472623,Isabel,Christensen,isabel_christensen531@icloud.com,+43406292586,Poland,PL,Katowice,bronze,True,2020-08-18
476830,Chiara,Wagner,chiara_wagner@hotmail.com,+33472959512,Germany,DE,Essen,bronze,False,2023-07-21
488486,Katarzyna,Schulz,katarzyna.schulz940@live.com,+33348758691,France,FR,Strasbourg,bronze,True,2024-02-10
413305,Romain,Schmidt,romain.schmidt@icloud.com,+36107156607,Italy,IT,Venice,gold,False,2021-02-21
432285,Julia,Lewandowski,julialewandowski@hotmail.com,+33869068553,Italy,IT,Genoa,gold,False,2023-02-03
472706,Erik,Sanchez,erik.sanchez@hotmail.com,+32899161913,Sweden,SE,Gothenburg,silver,False,2020-09-29
